1.717422999999999922e+00,3.707512827683929208e+04
1.719303000000000026e+00,8.559529650403124106e+04
1.720477999999999952e+00,1.553261240952609514e+05
1.721027000000000085e+00,2.792783775129631395e+05
1.721341999999999928e+00,1.980107007394314860e+05
1.722358000000000056e+00,3.626735376437900704e+05
1.723222000000000032e+00,2.407629499377272732e+05
1.724081999999999892e+00,2.574422543570197304e+05
1.724944999999999951e+00,1.154331804156088765e+05
1.859078000000000008e+00,2.095592378129191638e+05
1.860959000000000030e+00,1.837749316282262444e+05
1.862681999999999949e+00,1.802324918071351567e+04
1.863872999999999891e+00,2.562697390891932082e+04
1.864006000000000052e+00,1.102490589745479228e+05
1.865887000000000073e+00,4.063568691216484294e+05
1.866927999999999921e+00,1.220727963024855271e+05
1.867599999999999927e+00,6.882170298954581085e+04
1.867609999999999992e+00,2.904981719020975288e+05
1.867790999999999979e+00,1.145112874811203073e+05
1.869480999999999948e+00,4.641946067105288384e+05
1.871204000000000089e+00,8.345579748811692116e+04
1.874311999999999978e+00,7.778465581780513457e+04
1.876192000000000082e+00,5.677967345236704568e+04
1.877915000000000001e+00,1.434262639418846811e+05
1.879745999999999917e+00,3.961606286076908145e+04
1.881626999999999938e+00,2.897896491259890172e+04
1.883350000000000080e+00,2.096329655456218461e+05
1.900431999999999899e+00,6.653536184260528535e+04
1.902312000000000003e+00,7.224045818860756299e+03
1.904036000000000062e+00,3.226254611394447693e+03
1.925035999999999969e+00,7.131321277367969742e+04
1.926916999999999991e+00,4.090697848756454187e+05
1.928639999999999910e+00,4.961604284459926421e+05
1.937815999999999983e+00,1.511863361392589286e+04
1.940287000000000095e+00,2.849908506908651907e+04
1.940871000000000013e+00,2.276849539338532850e+04
1.941734999999999989e+00,1.219330886741852555e+04
1.943341999999999903e+00,2.812918571763480213e+04
1.944206000000000101e+00,3.171664860113352188e+04
1.952326000000000006e+00,2.043972164786220310e+04
1.955381000000000036e+00,9.248210671784069564e+04
1.956245000000000012e+00,1.001040029511980974e+05
1.997940999999999967e+00,1.048443446872585191e+05
2.000970000000000137e+00,2.647449938199734970e+04
2.000996000000000219e+00,4.193075664019658579e+05
2.001860000000000195e+00,2.525453685679051559e+05
2.002256000000000036e+00,2.678239971941398690e+05
2.004024999999999945e+00,5.881981910101012181e+04
2.004888999999999921e+00,8.042535922781626869e+04
2.005310999999999844e+00,6.526876433791335876e+04
2.005527999999999977e+00,9.102732545415506465e+05
2.006174999999999820e+00,1.279285741012944709e+04
2.010456000000000021e+00,1.162529544974952005e+06
2.014050000000000118e+00,2.156214630067438353e+06
2.020760999999999807e+00,1.182736312361893761e+04
2.026196000000000108e+00,1.870139824875673803e+05
2.046882000000000090e+00,2.639838839477435104e+05
2.071486000000000161e+00,1.030270077012303955e+04
2.079470999999999847e+00,3.451119838605562109e+05
2.081942999999999877e+00,1.245627438895793399e+06
2.084398999999999891e+00,4.156841173559402814e+05
2.086870999999999921e+00,3.883537928295483198e+03
2.087992999999999988e+00,3.066715825579476077e+05
2.090465000000000018e+00,1.795401893335003697e+05
2.093980999999999870e+00,1.797768284818318498e+05
2.094704000000000121e+00,7.923939831716791959e+05
2.097176000000000151e+00,2.174769130051226355e+06
2.098908999999999914e+00,1.906333635425566463e+05
2.100138999999999978e+00,1.203026454774735728e+06
2.102503000000000011e+00,4.824018016308440128e+05
2.102611000000000008e+00,4.701168718065863359e+05
2.109214999999999840e+00,1.266798732314387780e+04
2.114650000000000141e+00,2.686571912258872908e+04
2.120824999999999960e+00,7.024400931777197002e+03
2.123295999999999850e+00,4.976123607598197850e+03
2.135334999999999983e+00,1.945818508414207463e+04
2.139597000000000193e+00,3.150339268772795913e+05
2.142624999999999780e+00,3.763714412433751859e+05
2.143911999999999818e+00,2.424320014540093020e+06
2.144524999999999793e+00,3.379867457968529197e+05
2.145429000000000030e+00,3.050865764307122663e+04
2.147553999999999963e+00,4.157617984265389532e+04
2.147901000000000060e+00,2.352489945545273076e+04
2.148118999999999890e+00,9.006184005072854925e+05
2.148839999999999861e+00,7.742524241207924206e+05
2.151148000000000060e+00,5.887006083451689483e+04
2.152433999999999958e+00,1.394612609786785615e+05
2.154830000000000023e+00,1.066316281019202434e+05
2.157859000000000194e+00,3.772036012517504278e+05
2.159145000000000092e+00,9.789110983237345936e+05
2.159940000000000193e+00,1.523972728990754986e+05
2.160264999999999880e+00,8.196144739556458080e+05
2.163294000000000050e+00,1.990828814081422519e+06
2.164579999999999949e+00,6.365746517105886014e+05
2.180950000000000166e+00,1.077079054122627276e+05
2.183978999999999893e+00,2.306047722879232242e+04
2.185264999999999791e+00,4.061604757018888904e+03
2.205554999999999932e+00,9.054040230534189322e+04
2.208584000000000103e+00,3.046194618307284545e+05
2.209870000000000001e+00,7.325820221726947930e+05
