1.717422999999999922e+00,4.437900000000000178e-02
1.719303000000000026e+00,1.021220000000000044e-01
1.720477999999999952e+00,1.849369999999999903e-01
1.721027000000000085e+00,3.322010000000000240e-01
1.721341999999999928e+00,2.354040000000000021e-01
1.722358000000000056e+00,4.304000000000000048e-01
1.723222000000000032e+00,2.852939999999999920e-01
1.724081999999999892e+00,3.046019999999999839e-01
1.724944999999999951e+00,1.363739999999999952e-01
1.859078000000000008e+00,1.977609999999999923e-01
1.860959000000000030e+00,1.729030000000000011e-01
1.862681999999999949e+00,1.691000000000000142e-02
1.863872999999999891e+00,2.399799999999999850e-02
1.864006000000000052e+00,1.032190000000000052e-01
1.865887000000000073e+00,3.792960000000000220e-01
1.866927999999999921e+00,1.137530000000000069e-01
1.867599999999999927e+00,6.406199999999999395e-02
1.867609999999999992e+00,2.704030000000000045e-01
1.867790999999999979e+00,1.065590000000000009e-01
1.869480999999999948e+00,4.307880000000000043e-01
1.871204000000000089e+00,7.723599999999999910e-02
1.874311999999999978e+00,7.162999999999999923e-02
1.876192000000000082e+00,5.213000000000000272e-02
1.877915000000000001e+00,1.313189999999999913e-01
1.879745999999999917e+00,3.616599999999999676e-02
1.881626999999999938e+00,2.637600000000000014e-02
1.883350000000000080e+00,1.902800000000000047e-01
1.900431999999999899e+00,5.877899999999999792e-02
1.902312000000000003e+00,6.362999999999999733e-03
1.904036000000000062e+00,2.834000000000000147e-03
1.925035999999999969e+00,6.061500000000000221e-02
1.926916999999999991e+00,3.466850000000000209e-01
1.928639999999999910e+00,4.193680000000000185e-01
1.937815999999999983e+00,1.259799999999999982e-02
1.940287000000000095e+00,2.365700000000000094e-02
1.940871000000000013e+00,1.888300000000000048e-02
1.941734999999999989e+00,1.009900000000000034e-02
1.943341999999999903e+00,2.324000000000000024e-02
1.944206000000000101e+00,2.616900000000000129e-02
1.952326000000000006e+00,1.665499999999999967e-02
1.955381000000000036e+00,7.500500000000000222e-02
1.956245000000000012e+00,8.107899999999999829e-02
1.997940999999999967e+00,7.971200000000000507e-02
2.000970000000000137e+00,2.003699999999999926e-02
2.000996000000000219e+00,3.173369999999999802e-01
2.001860000000000195e+00,1.908819999999999961e-01
2.002256000000000036e+00,2.023099999999999898e-01
2.004024999999999945e+00,4.431399999999999922e-02
2.004888999999999921e+00,6.051299999999999735e-02
2.005310999999999844e+00,4.907799999999999663e-02
2.005527999999999977e+00,6.842460000000000209e-01
2.006174999999999820e+00,9.606999999999999221e-03
2.010456000000000021e+00,8.674549999999999761e-01
2.014050000000000118e+00,1.600324000000000080e+00
2.020760999999999807e+00,8.691000000000000808e-03
2.026196000000000108e+00,1.363189999999999957e-01
2.046882000000000090e+00,1.866490000000000093e-01
2.071486000000000161e+00,7.028000000000000393e-03
2.079470999999999847e+00,2.327170000000000072e-01
2.081942999999999877e+00,8.369670000000000165e-01
2.084398999999999891e+00,2.783220000000000138e-01
2.086870999999999921e+00,2.590999999999999987e-03
2.087992999999999988e+00,2.042740000000000111e-01
2.090465000000000018e+00,1.191679999999999962e-01
2.093980999999999870e+00,1.187249999999999972e-01
2.094704000000000121e+00,5.227570000000000272e-01
2.097176000000000151e+00,1.429667999999999939e+00
2.098908999999999914e+00,1.250100000000000100e-01
2.100138999999999978e+00,7.875130000000000186e-01
2.102503000000000011e+00,3.147209999999999730e-01
2.102611000000000008e+00,3.066590000000000149e-01
2.109214999999999840e+00,8.186000000000000568e-03
2.114650000000000141e+00,1.722699999999999926e-02
2.120824999999999960e+00,4.465000000000000219e-03
2.123295999999999850e+00,3.151999999999999854e-03
2.135334999999999983e+00,1.211800000000000030e-02
2.139597000000000193e+00,1.950240000000000029e-01
2.142624999999999780e+00,2.320089999999999930e-01
2.143911999999999818e+00,1.491748999999999992e+00
2.144524999999999793e+00,2.077940000000000065e-01
2.145429000000000030e+00,1.873299999999999965e-02
2.147553999999999963e+00,2.545299999999999993e-02
2.147901000000000060e+00,1.439499999999999981e-02
2.148118999999999890e+00,5.509249999999999980e-01
2.148839999999999861e+00,4.731480000000000130e-01
2.151148000000000060e+00,3.586000000000000298e-02
2.152433999999999958e+00,8.479899999999999938e-02
2.154830000000000023e+00,6.462099999999999789e-02
2.157859000000000194e+00,2.276320000000000010e-01
2.159145000000000092e+00,5.896909999999999652e-01
2.159940000000000193e+00,9.170200000000000573e-02
2.160264999999999880e+00,4.929640000000000133e-01
2.163294000000000050e+00,1.192377999999999938e+00
2.164579999999999949e+00,3.805879999999999819e-01
2.180950000000000166e+00,6.295599999999999807e-02
2.183978999999999893e+00,1.342299999999999917e-02
2.185264999999999791e+00,2.360000000000000119e-03
2.205554999999999932e+00,5.117000000000000021e-02
2.208584000000000103e+00,1.714519999999999933e-01
2.209870000000000001e+00,4.116070000000000007e-01
